sample,reaction,lb,ub
WT9,G16MTM4,0.0,1000.0
WT9,G16MTM5,0.0,1000.0
WT9,G16MTM6,0.0,1000.0
WT9,G16MTM7,0.0,1000.0
WT9,G16MTM8,0.0,1000.0
WT9,G16MTM9,0.0,1000.0
WT9,G1PACT,0.0,1000.0
WT9,G1PTT,0.0,9.532457282796632e-06
WT9,G1SATi,0.0,1000.0
WT9,G3PAT160,0.0,1000.0
WT9,G3PAT190,0.0,1000.0
WT9,G5SADs,0.0,1000.0
WT9,G5SD,0.0,1000.0
WT9,G5SD2,0.0,1000.0
WT9,G6PDH2,0.0,1000.0
WT9,GALFT,0.0,1000.0
WT9,GALKr,0.0,0.0
WT9,GALT,-1000.0,1000.0
WT9,GALUi,0.0,1000.0
WT9,GALt2,0.0,1000.0
WT9,GAPD,-1000.0,1000.0
WT9,GARFT,0.0,1000.0
WT9,GCCa,0.0,1.0000000000847569
WT9,GCCb,0.0,1000.0
WT9,GCCc,0.0,1000.0
WT9,GF6PTAr,-1000.0,1000.0
WT9,GFUCS,0.0,1000.0
WT9,GGLUCT2,0.0,1000.0
WT9,GHMT2,0.0,1000.0
WT9,GK1,-1000.0,1000.0
WT9,GLCabc,0.0,1000.0
WT9,GLGC,0.0,1000.0
WT9,GLNS,0.0,2.3499999999999996
WT9,GLNSP1,0.0,1000.0
WT9,GLNSP2,0.0,1000.0
WT9,GLNSP3,0.0,1000.0
WT9,GLU5K,0.0,1000.0
WT9,GLUCYS,0.0,1000.0
WT9,GLUDC,0.0,1.0
WT9,GLUDx,-1000.0,1000.0
WT9,GLUPRT,0.0,0.028419071518192653
WT9,GLUR,-1000.0,1000.0
WT9,GLUSy,0.0,1000.0
WT9,GLUt2r,-1000.0,1000.0
WT9,GLXO1,0.0,1000.0
WT9,GLYBabc,0.0,1000.0
WT9,GLYC3Pabc,0.0,0.0
WT9,GLYCK,0.0,1000.0
WT9,GLYCL,0.0,1000.0
WT9,GLYCTO1,0.0,1000.0
WT9,GLYCTO2,0.0,1000.0
WT9,GLYCTO3,0.0,1000.0
WT9,GLYCTO4,0.0,1000.0
WT9,GLYCt,-1000.0,1000.0
WT9,GLYK,0.0,1000.0
WT9,GLYt2r,-1000.0,1000.0
WT9,GMAND,0.0,1000.0
WT9,GMPS2,0.0,1000.0
WT9,GMT1,0.0,5.1144245286575316e-05
WT9,GND,0.0,1000.0
WT9,GPDDA2,0.0,0.3133333333333333
WT9,GRTT,0.0,0.0380952380952381
WT9,GSNK,0.0,1000.0
WT9,GTHOr,-1000.0,1000.0
WT9,GTHRDt2,0.0,0.0
WT9,GTHS,0.0,1000.0
WT9,GTMLT,0.0,0.7833333333333332
WT9,GTPCI,0.0,1.0432237792388893e-05
WT9,GTPCII,0.0,1000.0
WT9,GTPCII2,0.0,1000.0
WT9,GTPDPK,0.0,0.7833333333333332
WT9,GTPH1,0.0,1.1750000007455537
WT9,GUACYC,0.0,1.1749999999999998
WT9,GUAD,0.0,1000.0
WT9,GUAPRT,0.0,1000.0
WT9,H2CO3D,-1000.0,1000.0
WT9,H2CO3TP,-1000.0,1000.0
WT9,H2Ot,-1000.0,1000.0
WT9,H2St1,0.0,1000.0
WT9,H2td,-1000.0,1000.0
WT9,HCO3E,-1000.0,1000.0
WT9,HCYSMT,0.0,1000.0
WT9,HDCAt2,0.0,1000.0
WT9,HEX1,0.0,1000.0
WT9,HISTD,0.0,0.09746192893402067
WT9,HISTP,0.0,1000.0
WT9,HISt2r,-1000.0,1000.0
WT9,HMBS,0.0,1000.0
WT9,HMPK1,0.0,1000.0
WT9,HMPK2,0.0,1000.0
WT9,HMPK3,0.0,1000.0
WT9,HMPK4,0.0,1000.0
WT9,HOPNTAL,0.0,0.0
WT9,HPPK,0.0,1.0890443499687874e-05
WT9,HPPK2,0.0,1.0890543421737675e-05
WT9,HSDy,-1000.0,0.0
WT9,HSERTA,-1000.0,1000.0
WT9,HSK,0.0,1000.0
WT9,HSST,0.0,1000.0
WT9,HSTPT,0.0,0.09746192893402067
WT9,HXPRT,0.0,1000.0
WT9,ICDHy,0.0,1000.0
WT9,ICHORSi,0.0,1000.0
WT9,ICL,0.0,1000.0
WT9,ID3ACALDt,-1000.0,1000.0
WT9,IG3PS,0.0,1000.0
WT9,IGAMD,0.0,1000.0
WT9,IGPDH,0.0,1000.0
WT9,IGPS,0.0,1000.0
WT9,ILETA,-1000.0,1000.0
WT9,ILEt2r,-1000.0,1000.0
WT9,IMPC,-1000.0,1000.0
WT9,IMPD,0.0,1000.0
WT9,INDPYRD,-1000.0,1000.0
WT9,INSH,0.0,1000.0
WT9,INSK,0.0,1000.0
WT9,IPDDI,-1000.0,1000.0
WT9,IPDPS,0.0,1000.0
WT9,IPMD,0.0,1000.0
WT9,IPPMIa,-1000.0,1000.0
WT9,IPPMIb,-1000.0,1000.0
WT9,IPPS,0.0,0.3357142857142857
WT9,KARA1i,0.0,1000.0
WT9,KARA2i,0.0,1000.0
WT9,Kabc,0.0,1000.0
WT9,Kt3r,-1000.0,0.0
WT9,LACZ,0.0,1000.0
WT9,LCTSabc,0.0,0.0
WT9,LDH_L,-1000.0,1000.0
WT9,LEUTA,-1000.0,1000.0
WT9,LEUt2r,-1000.0,1000.0
WT9,LO,0.0,1000.0
WT9,LPLIPAL2E160,0.0,1000.0
WT9,LPLIPAL2E180,0.0,1000.0
WT9,LYSt5r,-1000.0,1000.0
WT9,L_LACD,0.0,4.350000000000682
WT9,L_LACD2,0.0,10.133333333333331
WT9,L_LACD3,0.0,10.133333333333338
WT9,L_LACt2r,-1000.0,1000.0
WT9,L_LACt3,0.0,1000.0
WT9,MALS,0.0,3.133333333333333
WT9,MALT,0.0,1000.0
WT9,MALTHPabc,0.0,1000.0
WT9,MALTabc,0.0,1000.0
WT9,MALt2r,-1000.0,1000.0
WT9,MAN1PT,0.0,1000.0
WT9,MAN1PT2,0.0,1000.0
WT9,MAN6PI,-1000.0,1000.0
WT9,MANAT1,0.0,1000.0
WT9,MANAT2,0.0,1000.0
WT9,MANAT3,0.0,1000.0
WT9,MCBTS,0.0,7.237977334422128e-09
WT9,MCBTS2,0.0,7.126908443783088e-09
WT9,MCBTS3,0.0,0.0
WT9,MCD,0.0,1000.0
WT9,MCOATA,0.0,0.5358669833729788
WT9,MDFDH,-1000.0,1000.0
WT9,MDH,-1000.0,1000.0
WT9,ME1,0.0,1000.0
WT9,MECDPDH,0.0,1000.0
WT9,MECDPS,0.0,0.15238095238095234
WT9,MEOHt2,-1000.0,1000.0
WT9,MEPCT,0.0,0.15238095252196834
WT9,METAT,0.0,1000.0
WT9,METOX1s,0.0,1000.0
WT9,METOX2s,0.0,1000.0
WT9,METS,0.0,1000.0
WT9,METSOXR1,0.0,1000.0
WT9,METSOXR2,0.0,1000.0
WT9,METabc,0.0,1000.0
WT9,MGt5,-1000.0,1000.0
WT9,MHPGLUT,0.0,0.0
WT9,MI1PP,0.0,0.7833333333333333
WT9,MI1PS,0.0,0.00016859767842955346
WT9,MI3PP,0.0,0.00016859777849731472
WT9,MMCD,0.0,2.3500000000001364
WT9,MME,-0.2611111111111111,0.0
WT9,MMM2r,-1000.0,0.0
WT9,MMSAD1,0.0,0.26111111111111107
WT9,MMSAD2,0.0,0.0
WT9,MN6PP,0.0,1000.0
WT9,MNDNS1,0.0,1000.0
WT9,MNDNS2,0.0,1000.0
WT9,MOHMT,0.0,0.028419071518192774
WT9,MPML,0.0,0.0
WT9,MSHAMID,0.0,0.0
WT9,MSHOXH,0.0,1000.0
WT9,MSHS,0.0,1000.0
WT9,MTAN,0.0,0.0
WT9,MTHFC,-1000.0,1000.0
WT9,MTHFD,-1000.0,1000.0
WT9,MTHFR2,0.0,1000.0
WT9,MTI,-1000.0,1000.0
WT9,MYC1CYC1,0.0,0.0002203817372755837
WT9,MYC1CYC2,0.0,0.00016040942625979306
WT9,MYC1CYC3,0.0,0.00013037902827576546
WT9,MYC1CYC4,0.0,1000.0
WT9,MYC1CYC5,0.0,1000.0
WT9,MYC1M1,0.0,1000.0
WT9,MYC1M2,0.0,1000.0
WT9,MYC2CYC1,0.0,1000.0
WT9,MYC2CYC2,0.0,1000.0
WT9,MYC2CYC3,0.0,1000.0
WT9,MYCON1,0.0,0.00022038391385808902
WT9,MYCON2,0.0,0.0001604095348273077
WT9,MYCON3,0.0,0.00013037912889382608
WT9,MYCON4,-4.274656144405532e-14,2.9989658781204298e-05
WT9,MYCON5,0.0,0.0001303041564737737
WT9,MYCSacp50,0.0,1000.0
WT9,MYCSacp56,0.0,1000.0
WT9,MYCSacp58,0.0,1000.0
WT9,MYCTR,-1000.0,1000.0
WT9,MYCTR2,0.0,1000.0
WT9,NADH10,0.0,1000.0
WT9,NADH2r,-1000.0,1000.0
WT9,NADH5,0.0,1000.0
WT9,NADH9,0.0,1000.0
WT9,NADK,0.0,1000.0
WT9,NADS2,0.0,1000.0
WT9,NADTRHD,0.0,1000.0
WT9,NAKtr,0.0,1000.0
WT9,NAPRTr,-1000.0,1000.0
WT9,NARK,0.0,1000.0
WT9,NAt3_1,-1000.0,1000.0
WT9,NDPK1,-1000.0,1000.0
WT9,NDPK2,-1000.0,1000.0
WT9,NDPK3,-1000.0,1000.0
WT9,NDPK4,-1000.0,1000.0
WT9,NDPK5,-1000.0,1000.0
WT9,NDPK6,-1000.0,1000.0
WT9,NDPK7,-1000.0,1000.0
WT9,NDPK8,-1000.0,1000.0
WT9,NH4OHDs,-1000.0,1000.0
WT9,NH4t,-1000.0,1000.0
WT9,NNAM,0.0,0.0
WT9,NNAT,0.0,1000.0
WT9,NNDMBRT,0.0,1000.0
WT9,NNDPR,-2.741761488527196e-14,0.00039205612428072634
WT9,NO,0.0,1000.0
WT9,NO3R1,0.0,0.0
WT9,NO3R2,0.0,1000.0
WT9,NOt,-1000.0,1000.0
WT9,NPHS,0.0,1000.0
WT9,NTD1,0.0,1000.0
WT9,NTD10,0.0,1000.0
WT9,NTD11,0.0,1000.0
WT9,NTD2,0.0,1000.0
WT9,NTD3,0.0,1000.0
WT9,NTD4,0.0,1000.0
WT9,NTD5,0.0,1000.0
WT9,NTD6,0.0,1000.0
WT9,NTD7,0.0,1000.0
WT9,NTD8,0.0,1000.0
WT9,NTD9,0.0,1000.0
WT9,NTPP2,0.0,1000.0
WT9,NTPP3,0.0,1000.0
WT9,NTPP4,0.0,1.1749999999997724
WT9,NTPP5,0.0,1000.0
WT9,NTPP7,0.0,1000.0
WT9,NTPP8,0.0,1000.0
WT9,NTPTP1,0.0,1000.0
WT9,NTPTP2,0.0,1000.0
WT9,NTRIR2x,0.0,1000.0
WT9,NTRIRx,0.0,1000.0
WT9,NTRIRy,0.0,1000.0
WT9,O16RHAT,0.0,1000.0
WT9,O2t,-1000.0,1000.0
WT9,OCBT,-1000.0,1000.0
WT9,OCDCAt2,0.0,1000.0
WT9,OCOAT1r,-5.328730449276292e-08,0.0
WT9,OMCDC,0.0,1000.0
WT9,OMPDC,0.0,1000.0
WT9,OPAH,-1000.0,1000.0
WT9,ORNTA,0.0,1000.0
WT9,ORNTAC,-1000.0,1000.0
WT9,ORNt,-1000.0,1000.0
WT9,ORPT,-1000.0,1000.0
WT9,OXACOAL,-1000.0,1000.0
WT9,OXCDC,0.0,1000.0
WT9,OXGDC,0.0,1000.0
WT9,P5CD,0.0,2.3499999999999996
WT9,P5CR,0.0,0.46344827586209925
WT9,P5CRx,0.0,0.46344827586206866
WT9,PACt2r,-1000.0,1000.0
WT9,PANTS,0.0,1000.0
WT9,PAPA160,0.0,2.35
WT9,PAPPT1,0.0,1000.0
WT9,PAPPT2,0.0,1000.0
WT9,PAPPT3,0.0,1000.0
WT9,PAPR,-1000.0,1000.0
WT9,PATS,0.0,1000.0
WT9,PC,0.0,1000.0
WT9,PC11M,0.0,0.0
WT9,PC17M,0.0,1000.0
WT9,PC20M,0.0,1000.0
WT9,PC6AR,0.0,0.0
WT9,PC6YM,0.0,0.0
WT9,PC8XM,0.0,1000.0
WT9,PDE1,0.0,1.1750000007571393
WT9,PDE4,0.0,1.1749999999999998
WT9,PDH,0.0,1000.0
WT9,PDHa,0.0,1000.0
WT9,PDHbr,0.0,1.0
WT9,PDHc,0.0,1000.0
WT9,PDIMAS,0.0,1000.0
WT9,PDIMAT,0.0,0.0033333334336636353
WT9,PDX5PO,0.0,0.0
WT9,PEAMNO,0.0,1000.0
WT9,PEPCK_re,-2.3500000000000014,2.3500000014474836
WT9,PFK,0.0,2.350000001530117
WT9,PFL,0.0,1000.0
WT9,PGAMT,-1000.0,1000.0
WT9,PGCD,0.0,1000.0
WT9,PGI,-1000.0,1000.0
WT9,PGK,0.0,1.175
WT9,PGL,0.0,1000.0
WT9,PGLS,0.0,1000.0
WT9,PGLYCP,0.0,1000.0
WT9,PGM,-1000.0,1000.0
WT9,PGMT,-1000.0,1000.0
WT9,PGPP160,0.0,1000.0
WT9,PGPP160190,0.0,1000.0
WT9,PGPP190,0.0,1000.0
WT9,PGPPT3,0.0,1000.0
WT9,PGSA160,0.0,1000.0
WT9,PGSA160190,0.0,1000.0
WT9,PGSA190,0.0,1000.0
WT9,PHDCATA,-1000.0,1000.0
WT9,PHDCAt,-1000.0,1000.0
WT9,PHETA1,-1000.0,1000.0
WT9,PHEt2r,-1000.0,1000.0
WT9,PHTHDLS,0.0,1000.0
WT9,PHTHDLS2,0.0,1000.0
WT9,PHTHS,0.0,0.0033333334338294662
WT9,PHTHS2,0.0,0.0049999999999954525
WT9,PHYCBOXL,0.0,1000.0
WT9,PIabc,0.0,1000.0
WT9,PLCD,0.0,0.7833333333333333
WT9,PLIPA1E160,0.0,1000.0
WT9,PLIPA1E180,0.0,1000.0
WT9,PMANM,-1000.0,1000.0
WT9,PMDPHT,0.0,1000.0
WT9,PMPK,0.0,1000.0
WT9,PNCDC,0.0,1000.0
WT9,PNTK,0.0,1000.0
WT9,PPA,0.0,1000.0
WT9,PPAtr,-1000.0,1000.0
WT9,PPBNGS,0.0,1000.0
WT9,PPCDC,0.0,0.028419071518192705
WT9,PPCOAC,0.0,1000.0
WT9,PPDIMAS,0.0,1000.0
WT9,PPDIMAT,0.0,0.005000000000222826
WT9,PPDK,0.0,1000.0
WT9,PPGKr,-1000.0,1000.0
WT9,PPK2,0.0,1000.0
WT9,PPNCL3,0.0,0.028419071544181128
WT9,PPND,0.0,1000.0
WT9,PPNDH,0.0,0.13586538461538436
WT9,PPPGO,0.0,1000.0
WT9,PPTGS,0.0,1000.0
WT9,PPTGS_TB1,0.0,1000.0
WT9,PPTGS_TB2,0.0,1000.0
WT9,PRAGSr,-1000.0,1000.0
WT9,PRAIS,0.0,0.028419071518192677
WT9,PRAIi,0.0,1000.0
WT9,PRAMPC,0.0,1000.0
WT9,PRASCS,0.0,1000.0
WT9,PRATPP,0.0,0.09746192893401018
WT9,PRDX,0.0,1000.0
WT9,PREPHACPH,0.0,1000.0
WT9,PREPPACPH,0.0,1000.0
WT9,PREPTHS,0.0,1000.0
WT9,PREPTHS2,0.0,1000.0
WT9,PREPTTA,-1000.0,1000.0
WT9,PRFGS,0.0,1000.0
WT9,PRMICIi,0.0,1000.0
WT9,PROD2,0.0,0.3764705882352981
WT9,PROabc,0.0,1000.0
WT9,PROt2r,-1000.0,1000.0
WT9,PRPPS,-1000.0,1000.0
WT9,PSCVT,0.0,1000.0
WT9,PSD160,0.0,1000.0
WT9,PSERT,0.0,1000.0
WT9,PSP_L,0.0,1000.0
WT9,PSSA160,0.0,1000.0
WT9,PTAr,-1000.0,0.0
WT9,PTPATi,0.0,1000.0
WT9,PUNP1,-1000.0,1000.0
WT9,PUNP2,-1000.0,1000.0
WT9,PUNP3,-1000.0,1000.0
WT9,PUNP4,-1000.0,1000.0
WT9,PUNP5,-1000.0,1000.0
WT9,PUNP6,-1000.0,1000.0
WT9,PUNP7,-1000.0,1000.0
WT9,PYAM5PO,0.0,1000.0
WT9,PYDXNO,0.0,0.0
WT9,PYDXO,0.0,0.0
WT9,PYK,0.0,1000.0
WT9,PYRDC,0.0,1000.0
WT9,PYRt2r,-1000.0,1000.0
WT9,QRr,-1000.0,1000.0
WT9,QULNS,-2.741761488527196e-14,0.0003920559659891243
WT9,R05217,0.0,1000.0
WT9,R05219,0.0,1000.0
WT9,R05224,0.0,1000.0
WT9,RBFK,0.0,1000.0
WT9,RBFSa,0.0,1000.0
WT9,RBFSb,0.0,1000.0
WT9,RBK,0.0,1000.0
WT9,RIBabc,0.0,1000.0
WT9,RNDR1,0.0,0.00018639004053966346
WT9,RNDR2,0.0,0.00026409325486744775
WT9,RNDR3,0.0,0.00040294650955274847
WT9,RNDR4,0.0,0.0001388531546210292
WT9,RNTR4,0.0,1000.0
WT9,RPE,-1000.0,1000.0
WT9,RPI,-1000.0,1000.0
WT9,RPPDIMAS,0.0,1000.0
WT9,RRPPDIMAS,0.0,1000.0
WT9,RZ5PP,0.0,0.0
WT9,SADH,0.0,1000.0
WT9,SADT,0.0,0.31333333333333335
WT9,SDPDS,0.0,1000.0
WT9,SDPTA,-1000.0,1000.0
WT9,SERAT,0.0,0.027367123999870596
WT9,SERD_D,0.0,1000.0
WT9,SERD_L,0.0,1000.0
WT9,SERt2r,-1000.0,1000.0
WT9,SGDS,0.0,1000.0
WT9,SGSAD,0.0,1000.0
WT9,SHCHD2,0.0,1000.0
WT9,SHCHD3,0.0,1000.0
WT9,SHCHF,0.0,1000.0
WT9,SHK3Dr,-1000.0,1000.0
WT9,SHKK,0.0,1000.0
WT9,SHSL1r,-1000.0,1000.0
WT9,SHSL4r,-1000.0,1000.0
WT9,SKMt2,-1000.0,1000.0
WT9,SOTA,0.0,1000.0
WT9,SPMS,0.0,1000.0
WT9,SPODM,0.0,1000.0
WT9,SSALx,0.0,1000.0
WT9,SSALy,0.0,1000.0
WT9,SUCBZL,0.0,1000.0
WT9,SUCBZS,0.0,1000.0
WT9,SUCCt2r,-1000.0,1000.0
WT9,SUCD1i,0.0,1000.0
WT9,SUCOAS,-1000.0,1000.0
WT9,SULabc,0.0,1000.0
WT9,TALA,-1000.0,1000.0
WT9,TARTD,0.0,1000.0
WT9,TARTRt7,-1000.0,1000.0
WT9,TATS,0.0,1000.0
WT9,TDMS1,0.0,1000.0
WT9,TDMS2,0.0,1000.0
WT9,TDMS3,0.0,1000.0
WT9,TDMS4,0.0,1000.0
WT9,TDPDRE,0.0,1000.0
WT9,TDPDRR,0.0,1000.0
WT9,TDPGDH,0.0,1000.0
WT9,THDPS,0.0,1000.0
WT9,THFGLUS,-1000.0,1000.0
WT9,THMDP,0.0,0.5875000000000057
WT9,THRD_Lr,0.0,1000.0
WT9,THRS,0.0,1000.0
WT9,THRt2r,-1000.0,1000.0
WT9,THZPSN,0.0,1000.0
WT9,TKT1,-1000.0,1000.0
WT9,TKT2,-1000.0,1000.0
WT9,TMDK1,0.0,1000.0
WT9,TMDPP,-1000.0,1000.0
WT9,TMDS,0.0,0.00013885315462102896
WT9,TMHAS1,0.0,1000.0
WT9,TMHAS2,0.0,1000.0
WT9,TMHAS3,0.0,1000.0
WT9,TMHAS4,0.0,1000.0
WT9,TMHAS5,0.0,1000.0
WT9,TMHAS6,0.0,1000.0
WT9,TMN,0.0,1000.0
WT9,TMPKr,-1000.0,1000.0
WT9,TMPPP,0.0,1000.0
WT9,TPI,-1000.0,1000.0
WT9,TRDR,0.0,2.175000000000341
WT9,TRE6PP,0.0,2.35
WT9,TRE6PS,0.0,1000.0
WT9,TRESULT,0.0,1000.0
WT9,TREabc,0.0,1000.0
WT9,TRIATS,0.0,1000.0
WT9,TRPS1,0.0,0.07326732673267329
WT9,TRPS2,0.0,0.06336633663367021
WT9,TRPS3,0.0,0.06336633674004588
WT9,TRPTA,-1000.0,1000.0
WT9,TRPt2r,-1000.0,1000.0
WT9,TSULabc,0.0,1000.0
WT9,TTDCAt2,0.0,1000.0
WT9,TYRTA,-1000.0,1000.0
WT9,TYRt2r,-1000.0,1000.0
WT9,UAAGDS,0.0,1.3422471613671352e-05
WT9,UAAGLS1,0.0,1000.0
WT9,UAAGLS2,0.0,1000.0
WT9,UAGCVT,0.0,1000.0
WT9,UAGDP,0.0,1000.0
WT9,UAGPT1,0.0,1000.0
WT9,UAGPT2,0.0,1000.0
WT9,UAGPT3,0.0,1000.0
WT9,UAMAGS,0.0,1000.0
WT9,UAMAS,0.0,1000.0
WT9,UAMRH,0.0,1000.0
WT9,UAPGR,0.0,1000.0
WT9,UDCPDP,0.0,1000.0
WT9,UDCPDPS,0.0,1000.0
WT9,UDPDPS,0.0,1000.0
WT9,UDPDPS2,0.0,1000.0
WT9,UDPG4E,0.0,0.0002985343824093434
WT9,UDPGALM,0.0,1000.0
WT9,UDPGD,0.0,0.0
WT9,UGAGDS,0.0,1.3299954119934116e-05
WT9,UGGPT3,0.0,1000.0
WT9,UGLDDS1,0.0,1000.0
WT9,UGLDDS2,0.0,1000.0
WT9,UGMAGS,0.0,1000.0
WT9,UGMAS,0.0,1000.0
WT9,UGMDDS,0.0,1000.0
WT9,UGMDDS2,0.0,1000.0
WT9,UMPK,-1000.0,1000.0
WT9,UPP3MT,0.0,1000.0
WT9,UPP3S,0.0,1000.0
WT9,UPPDC1,0.0,1000.0
WT9,UPPDC2,0.0,1000.0
WT9,UPPRT,0.0,1000.0
WT9,UREA,0.0,0.0
WT9,URIDK2r,-1000.0,1000.0
WT9,URIK2,0.0,1000.0
WT9,VALTA,-1000.0,1000.0
WT9,VALt2r,-1000.0,1000.0
WT9,XPPT,0.0,1000.0
WT9,XYLK,0.0,1000.0
WT9,YUMPS,-1000.0,1000.0
WT9,S7PI,0.0,1000.0
WT9,GMHEPK,0.0,0.10786516853932598
WT9,HMEDS,0.0,0.12799999999994538
WT9,HMEDR,0.0,0.1280000001128201
WT9,FRTT,0.0,1000.0
WT9,2MCD,0.0,1000.0
WT9,2MCS,0.0,1000.0
WT9,2MID,0.0,1000.0
WT9,2MIL,0.0,1000.0
WT9,Gln_LT,0.0,1000.0
WT9,TREP,0.0,1000.0
WT9,HDECH,-1000.0,1000.0
WT9,DTBTST,0.0,1000.0
WT9,IPDPUDCT,0.0,1000.0
WT9,ACHMSSH,0.0,1000.0
WT9,PDBL_1,0.0,1000.0
WT9,PDBL_2,0.0,1000.0
WT9,PDBL_3,0.0,1000.0
WT9,PDBL_4,0.0,1000.0
WT9,EX_ni2,0.0,1000.0
WT9,Ni2t,0.0,0.0
WT9,EX_mn2,0.0,1000.0
WT9,Mn2t,0.0,4.699999999999999
WT9,2O4EH,0.0,0.0
WT9,G6PDH,0.0,1000.0
WT9,2PLS,0.0,1000.0
WT9,LPPGS,0.0,1000.0
WT9,DMHDRFS,0.0,1000.0
WT9,LPFPLT,0.0,0.0
WT9,GF4GL_0,0.0,1000.0
WT9,GF4GL_1,0.0,0.0
WT9,MBP_1,0.0,1000.0
WT9,FAD_1,0.0,1000.0
WT9,FAD_2,0.0,1000.0
WT9,FAD_3,0.0,1000.0
WT9,FAD_4,0.0,1000.0
WT9,FAD_5,0.0,1000.0
WT9,FAD_6,0.0,1000.0
WT9,FAD_7,0.0,1000.0
WT9,FAD_8,0.0,1000.0
WT9,FAD_9,0.0,1000.0
WT9,FAD_10,0.0,1000.0
WT9,FAD_11,0.0,1000.0
WT9,FAD_12,0.0,1000.0
WT9,FAD_13,0.0,1000.0
WT9,FAD_14,0.0,1000.0
WT9,FAD_15,0.0,1000.0
WT9,FAD_16,0.0,1000.0
WT9,FAD_17,0.0,1000.0
WT9,FAD_18,0.0,1000.0
WT9,FAD_19,0.0,1000.0
WT9,FAD_20,0.0,1000.0
WT9,FAD_21,0.0,1000.0
WT9,FAD_22,0.0,1000.0
WT9,FAD_23,0.0,1000.0
WT9,FAD_24,0.0,1000.0
WT9,FAD_25,0.0,1000.0
WT9,FAD_26,0.0,1000.0
WT9,FAD_27,0.0,1000.0
WT9,3HIBD,0.0,1000.0
WT9,ALDR,0.0,1000.0
WT9,AL4D,0.0,1000.0
WT9,MANT1,0.0,1000.0
WT9,ARABT,0.0,0.0
WT9,HOAS,0.0,1000.0
WT9,SR1,0.0,1000.0
WT9,SR2,0.0,1000.0
WT9,MR,0.0,1000.0
WT9,GLYCS_I,0.0,1000.0
WT9,GLYCS_II,0.0,1000.0
WT9,LALDD,0.0,1000.0
WT9,CYST_II,0.0,1000.0
WT9,FUSA1,0.0,2.3500000014956495
WT9,ISCS,-1000.0,1000.0
WT9,GLYTRS,0.0,1000.0
WT9,SELCYSS,0.0,1000.0
WT9,TYRTRS,0.0,1000.0
WT9,biomass,0.0,1000.0
WT9,ECHA20,0.0,1000.0
WT9,CHOL1,0.0,0.0
WT9,FADE282,0.0,1000.0
WT9,HOPNTAL2,0.0,0.0
WT9,ECHA192,-1000.0,1000.0
WT9,HSA,0.0,1000.0
WT9,FADB3,0.0,0.0
WT9,FADB2,0.0,0.0
WT9,CHCD,0.0,1000.0
WT9,HDAD,0.0,1000.0
WT9,CHOD,0.0,0.0
WT9,3HSA,0.0,1000.0
WT9,HSAC,0.0,1000.0
WT9,HSAE,0.0,0.0
WT9,HIAA,0.0,1000.0
WT9,IPDAB,0.0,1000.0
WT9,KSH,0.0,0.0
WT9,ECHA193,0.0,0.0
WT9,CYP1,0.0,0.0
WT9,HIPB,0.0,1000.0
WT9,HIPA,0.0,1000.0
WT9,CHOLCOA,0.0,1000.0
WT9,ECHA191,-1000.0,1000.0
WT9,FADE30,0.0,0.0
WT9,CYP3,0.0,0.0
WT9,CYP2,0.0,0.0
WT9,PRCOA1,0.0,1000.0
WT9,FADE281,0.0,1000.0
WT9,FADD3,0.0,1000.0
WT9,KSTD,0.0,1000.0
WT9,FADD17,0.0,1000.0
WT9,FADE51,0.0,1000.0
WT9,FADE52,0.0,1000.0
WT9,HIAt,-1000.0,1000.0
WT9,MACCOAT,0.0,0.18800000000068218
WT9,ACCOAC,-1.1749999999999998,2.3500000014921625
WT9,CHSTEROLt,0.0,0.0
WT9,EX_chsterol,0.0,1000.0
WT9,MOEA1,0.0,1000.0
WT9,MPTAT,0.0,0.0
WT9,MOBA,0.0,0.0
WT9,MOAE1,0.0,1000.0
WT9,MOEB1,0.0,1000.0
WT9,MOBDabc,0.0,1000.0
WT9,MOBDabc_rev,0.0,1000.0
WT9,PHBADA,0.0,1000.0
WT9,PHBADB,0.0,0.0
WT9,PHBADC,0.0,1000.0
WT9,PHBADD,0.0,1000.0
WT9,INO1,0.0,0.0003469287908046681
WT9,NAGINSP,0.0,0.00017833128210886784
WT9,NAGINS,-1000.0,1000.0
WT9,LAT,0.0,0.0
WT9,KGD2,-2.0,0.0
WT9,ASPO6,0.0,0.00039205596598895776
WT9,ECOAH12,0.0,0.2611111111111111
WT9,FADE233,0.0,0.2611111111111515
WT9,BKDC,0.0,0.2611111111111111
WT9,BKDA2,0.0,0.2611111111111515
WT9,3HBCOAHL,0.0,999999.0
WT9,AKGDa,-999999.0,999999.0
WT9,ACt2r,-1000.0,1000.0
WT9,EX_4hba,0.0,1000.0
WT9,4HBAt,-1000.0,1000.0
WT9,4ABZt,-1000.0,1000.0
WT9,CHLabc_rev,0.0,1000.0
WT9,GCALDD,0.0,1000.0
WT9,PYDXNtr,-1000.0,1000.0
WT9,EX_pydxn,-1.0,1000.0
WT9,GLYALDDr,0.0,1000.0
WT9,FORt,-1000.0,1000.0
WT9,GLYCLTt,-1000.0,1000.0
WT9,EX_glyclt,0.0,1000.0
WT9,NO3t2,-1000.0,1000.0
WT9,ROSFE,0.0,1000.0
WT9,MNabc_rev,0.0,1000.0
WT9,COBC,0.0,1000.0
WT9,ADOCBLabc,-1000.0,1000.0
WT9,COB2,-1000.0,1000.0
WT9,CBL2OR,-1000.0,1000.0
WT9,DRBK,-1000.0,1000.0
